,Stock,Features,Volatility,Percent Return,Win Rate,Accuracy Test,Total Dict,Selected Features,binarized
52,TSLA,5,0.6288776923363669,-10.205994014902387,41.37931034482759,0.358974358974359,"{'-1.0': {'precision': 0.42857142857142855, 'recall': 0.15584415584415584, 'f1-score': 0.22857142857142856, 'support': 77.0}, '0.0': {'precision': 0.3312883435582822, 'recall': 0.72, 'f1-score': 0.453781512605042, 'support': 75.0}, '1.0': {'precision': 0.4186046511627907, 'recall': 0.21951219512195122, 'f1-score': 0.288, 'support': 82.0}, 'accuracy': 0.358974358974359, 'macro avg': {'precision': 0.3928214744308338, 'recall': 0.36511878365536904, 'f1-score': 0.32345098039215686, 'support': 234.0}, 'weighted avg': {'precision': 0.3938983212060684, 'recall': 0.358974358974359, 'f1-score': 0.32157954463836813, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow']",1
53,TSLA,6,0.6288776923363669,-19.643601736152437,38.88888888888889,0.2863247863247863,"{'-1.0': {'precision': 0.47619047619047616, 'recall': 0.12987012987012986, 'f1-score': 0.20408163265306123, 'support': 77.0}, '0.0': {'precision': 0.2822085889570552, 'recall': 0.6133333333333333, 'f1-score': 0.3865546218487395, 'support': 75.0}, '1.0': {'precision': 0.22, 'recall': 0.13414634146341464, 'f1-score': 0.16666666666666666, 'support': 82.0}, 'accuracy': 0.2863247863247863, 'macro avg': {'precision': 0.3261330217158438, 'recall': 0.29244993488895926, 'f1-score': 0.25243430705615577, 'support': 234.0}, 'weighted avg': {'precision': 0.32424064460874275, 'recall': 0.2863247863247863, 'f1-score': 0.2494553376906318, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow', 'rsi_window']",1
54,TSLA,7,0.6288776923363669,22.73020458507808,52.17391304347826,0.3461538461538461,"{'-1.0': {'precision': 0.6190476190476191, 'recall': 0.16883116883116883, 'f1-score': 0.2653061224489796, 'support': 77.0}, '0.0': {'precision': 0.32, 'recall': 0.7466666666666667, 'f1-score': 0.448, 'support': 75.0}, '1.0': {'precision': 0.3157894736842105, 'recall': 0.14634146341463414, 'f1-score': 0.2, 'support': 82.0}, 'accuracy': 0.34615384615384615, 'macro avg': {'precision': 0.41827903091060986, 'recall': 0.35394643297082323, 'f1-score': 0.3044353741496599, 'support': 234.0}, 'weighted avg': {'precision': 0.4169290748238117, 'recall': 0.34615384615384615, 'f1-score': 0.30097680097680096, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow']",1
55,TSLA,8,0.6288776923363669,-35.137508637958994,44.0,0.3461538461538461,"{'-1.0': {'precision': 0.5, 'recall': 0.14285714285714285, 'f1-score': 0.2222222222222222, 'support': 77.0}, '0.0': {'precision': 0.32608695652173914, 'recall': 0.8, 'f1-score': 0.46332046332046334, 'support': 75.0}, '1.0': {'precision': 0.35714285714285715, 'recall': 0.12195121951219512, 'f1-score': 0.18181818181818182, 'support': 82.0}, 'accuracy': 0.34615384615384615, 'macro avg': {'precision': 0.3944099378881987, 'recall': 0.35493612078977926, 'f1-score': 0.28912028912028914, 'support': 234.0}, 'weighted avg': {'precision': 0.3941975898497637, 'recall': 0.34615384615384615, 'f1-score': 0.285338618671952, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow', 'rsi_window']",1
56,TSLA,9,0.6288776923363669,9.723398208759807,45.83333333333333,0.3247863247863248,"{'-1.0': {'precision': 0.6666666666666666, 'recall': 0.15584415584415584, 'f1-score': 0.25263157894736843, 'support': 77.0}, '0.0': {'precision': 0.3118279569892473, 'recall': 0.7733333333333333, 'f1-score': 0.4444444444444444, 'support': 75.0}, '1.0': {'precision': 0.2, 'recall': 0.07317073170731707, 'f1-score': 0.10714285714285714, 'support': 82.0}, 'accuracy': 0.3247863247863248, 'macro avg': {'precision': 0.392831541218638, 'recall': 0.33411607362826873, 'f1-score': 0.2680729601782233, 'support': 234.0}, 'weighted avg': {'precision': 0.3894035474680636, 'recall': 0.3247863247863248, 'f1-score': 0.26312683417946575, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow', 'rsi_window']",1
57,TSLA,10,0.6288776923363669,12.477590016054585,50.0,0.2948717948717949,"{'-1.0': {'precision': 0.52, 'recall': 0.16883116883116883, 'f1-score': 0.2549019607843137, 'support': 77.0}, '0.0': {'precision': 0.2727272727272727, 'recall': 0.52, 'f1-score': 0.3577981651376147, 'support': 75.0}, '1.0': {'precision': 0.25757575757575757, 'recall': 0.2073170731707317, 'f1-score': 0.22972972972972974, 'support': 82.0}, 'accuracy': 0.2948717948717949, 'macro avg': {'precision': 0.3501010101010101, 'recall': 0.29871608066730015, 'f1-score': 0.2808099518838861, 'support': 234.0}, 'weighted avg': {'precision': 0.34878528878528875, 'recall': 0.2948717948717949, 'f1-score': 0.27906047522885086, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow', 'rsi_window']",1
58,TSLA,11,0.6288776923363669,-5.466492184746185,51.85185185185185,0.3247863247863248,"{'-1.0': {'precision': 0.5263157894736842, 'recall': 0.12987012987012986, 'f1-score': 0.20833333333333334, 'support': 77.0}, '0.0': {'precision': 0.3028571428571429, 'recall': 0.7066666666666667, 'f1-score': 0.424, 'support': 75.0}, '1.0': {'precision': 0.325, 'recall': 0.15853658536585366, 'f1-score': 0.21311475409836064, 'support': 82.0}, 'accuracy': 0.3247863247863248, 'macro avg': {'precision': 0.3847243107769423, 'recall': 0.3316911273008834, 'f1-score': 0.281816029143898, 'support': 234.0}, 'weighted avg': {'precision': 0.38414786967418546, 'recall': 0.3247863247863248, 'f1-score': 0.27913280556723186, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow', 'rsi_window']",1
59,TSLA,12,0.6288776923363669,1.8384167405077096,53.84615384615385,0.3333333333333333,"{'-1.0': {'precision': 0.47619047619047616, 'recall': 0.12987012987012986, 'f1-score': 0.20408163265306123, 'support': 77.0}, '0.0': {'precision': 0.3253012048192771, 'recall': 0.72, 'f1-score': 0.44813278008298757, 'support': 75.0}, '1.0': {'precision': 0.2978723404255319, 'recall': 0.17073170731707318, 'f1-score': 0.21705426356589147, 'support': 82.0}, 'accuracy': 0.3333333333333333, 'macro avg': {'precision': 0.3664546738117617, 'recall': 0.34020061239573435, 'f1-score': 0.28975622543398005, 'support': 234.0}, 'weighted avg': {'precision': 0.36534097838891477, 'recall': 0.3333333333333333, 'f1-score': 0.28684911894407217, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'mass_window_fast', 'mass_window_slow', 'rsi_window']",1
60,TSLA,13,0.6288776923363669,-20.441905853418028,48.0,0.2948717948717949,"{'-1.0': {'precision': 0.42857142857142855, 'recall': 0.15584415584415584, 'f1-score': 0.22857142857142856, 'support': 77.0}, '0.0': {'precision': 0.28846153846153844, 'recall': 0.6, 'f1-score': 0.38961038961038963, 'support': 75.0}, '1.0': {'precision': 0.24, 'recall': 0.14634146341463414, 'f1-score': 0.18181818181818182, 'support': 82.0}, 'accuracy': 0.2948717948717949, 'macro avg': {'precision': 0.31901098901098895, 'recall': 0.30072853975292996, 'f1-score': 0.26666666666666666, 'support': 234.0}, 'weighted avg': {'precision': 0.3175838264299803, 'recall': 0.2948717948717949, 'f1-score': 0.2638028638028638, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'mass_window_fast', 'mass_window_slow', 'rsi_window']",1
61,TSLA,14,0.6288776923363669,3.3190905786621263,61.76470588235294,0.3504273504273504,"{'-1.0': {'precision': 0.5, 'recall': 0.18181818181818182, 'f1-score': 0.26666666666666666, 'support': 77.0}, '0.0': {'precision': 0.32051282051282054, 'recall': 0.6666666666666666, 'f1-score': 0.4329004329004329, 'support': 75.0}, '1.0': {'precision': 0.36, 'recall': 0.21951219512195122, 'f1-score': 0.2727272727272727, 'support': 82.0}, 'accuracy': 0.3504273504273504, 'macro avg': {'precision': 0.3935042735042735, 'recall': 0.35599901453559984, 'f1-score': 0.32409812409812405, 'support': 234.0}, 'weighted avg': {'precision': 0.3934122287968442, 'recall': 0.3504273504273504, 'f1-score': 0.32207052207052206, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']",1
62,TSLA,15,0.6288776923363669,-54.928201455957016,37.03703703703704,0.358974358974359,"{'-1.0': {'precision': 0.5625, 'recall': 0.23376623376623376, 'f1-score': 0.3302752293577982, 'support': 77.0}, '0.0': {'precision': 0.3433734939759036, 'recall': 0.76, 'f1-score': 0.4730290456431535, 'support': 75.0}, '1.0': {'precision': 0.25, 'recall': 0.10975609756097561, 'f1-score': 0.15254237288135594, 'support': 82.0}, 'accuracy': 0.358974358974359, 'macro avg': {'precision': 0.38529116465863456, 'recall': 0.36784077710906976, 'f1-score': 0.3186155492941026, 'support': 234.0}, 'weighted avg': {'precision': 0.3827585984965503, 'recall': 0.358974358974359, 'f1-score': 0.3137472036754622, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']",1
63,TSLA,16,0.6288776923363669,-10.158906713671897,43.75,0.3376068376068376,"{'-1.0': {'precision': 0.5862068965517241, 'recall': 0.22077922077922077, 'f1-score': 0.32075471698113206, 'support': 77.0}, '0.0': {'precision': 0.30128205128205127, 'recall': 0.6266666666666667, 'f1-score': 0.4069264069264069, 'support': 75.0}, '1.0': {'precision': 0.30612244897959184, 'recall': 0.18292682926829268, 'f1-score': 0.22900763358778625, 'support': 82.0}, 'accuracy': 0.33760683760683763, 'macro avg': {'precision': 0.39787046560445577, 'recall': 0.34345757223806, 'f1-score': 0.3188962524984417, 'support': 234.0}, 'weighted avg': {'precision': 0.3967355799015519, 'recall': 0.33760683760683763, 'f1-score': 0.31622316103088105, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']",1
64,TSLA,17,0.6288776923363669,10.43309949077142,56.25,0.3504273504273504,"{'-1.0': {'precision': 0.5416666666666666, 'recall': 0.16883116883116883, 'f1-score': 0.25742574257425743, 'support': 77.0}, '0.0': {'precision': 0.32934131736526945, 'recall': 0.7333333333333333, 'f1-score': 0.45454545454545453, 'support': 75.0}, '1.0': {'precision': 0.32558139534883723, 'recall': 0.17073170731707318, 'f1-score': 0.224, 'support': 82.0}, 'accuracy': 0.3504273504273504, 'macro avg': {'precision': 0.3988631264602578, 'recall': 0.35763206982719176, 'f1-score': 0.311990399039904, 'support': 234.0}, 'weighted avg': {'precision': 0.39789148100142385, 'recall': 0.3504273504273504, 'f1-score': 0.3088918430304569, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']",1
65,TSLA,18,0.6288776923363669,-13.88510703132817,53.57142857142857,0.2863247863247863,"{'-1.0': {'precision': 0.5217391304347826, 'recall': 0.15584415584415584, 'f1-score': 0.24, 'support': 77.0}, '0.0': {'precision': 0.27564102564102566, 'recall': 0.5733333333333334, 'f1-score': 0.3722943722943723, 'support': 75.0}, '1.0': {'precision': 0.21818181818181817, 'recall': 0.14634146341463414, 'f1-score': 0.17518248175182483, 'support': 82.0}, 'accuracy': 0.2863247863247863, 'macro avg': {'precision': 0.3385206580858755, 'recall': 0.2918396508640411, 'f1-score': 0.2624922846820657, 'support': 234.0}, 'weighted avg': {'precision': 0.3364867481088217, 'recall': 0.2863247863247863, 'f1-score': 0.25968821122105795, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']",1
66,TSLA,19,0.6288776923363669,-31.13281249175791,42.85714285714285,0.3205128205128205,"{'-1.0': {'precision': 0.45454545454545453, 'recall': 0.12987012987012986, 'f1-score': 0.20202020202020202, 'support': 77.0}, '0.0': {'precision': 0.3141025641025641, 'recall': 0.6533333333333333, 'f1-score': 0.42424242424242425, 'support': 75.0}, '1.0': {'precision': 0.2857142857142857, 'recall': 0.1951219512195122, 'f1-score': 0.2318840579710145, 'support': 82.0}, 'accuracy': 0.32051282051282054, 'macro avg': {'precision': 0.3514541014541015, 'recall': 0.32610847147432515, 'f1-score': 0.2860488947445469, 'support': 234.0}, 'weighted avg': {'precision': 0.35036864844557153, 'recall': 0.32051282051282054, 'f1-score': 0.28371038515966057, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']",1
67,TSLA,20,0.6288776923363669,-34.16850264927734,44.44444444444444,0.2863247863247863,"{'-1.0': {'precision': 0.3333333333333333, 'recall': 0.11688311688311688, 'f1-score': 0.17307692307692307, 'support': 77.0}, '0.0': {'precision': 0.29069767441860467, 'recall': 0.6666666666666666, 'f1-score': 0.4048582995951417, 'support': 75.0}, '1.0': {'precision': 0.22857142857142856, 'recall': 0.0975609756097561, 'f1-score': 0.13675213675213677, 'support': 82.0}, 'accuracy': 0.2863247863247863, 'macro avg': {'precision': 0.28420081210778886, 'recall': 0.2937035863865132, 'f1-score': 0.23822911980806719, 'support': 234.0}, 'weighted avg': {'precision': 0.28295662132871435, 'recall': 0.2863247863247863, 'f1-score': 0.23463662718048686, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']",1
68,TSLA,21,0.6288776923363669,-9.191619897324165,32.142857142857146,0.3418803418803419,"{'-1.0': {'precision': 0.5909090909090909, 'recall': 0.16883116883116883, 'f1-score': 0.26262626262626265, 'support': 77.0}, '0.0': {'precision': 0.32515337423312884, 'recall': 0.7066666666666667, 'f1-score': 0.44537815126050423, 'support': 75.0}, '1.0': {'precision': 0.2857142857142857, 'recall': 0.17073170731707318, 'f1-score': 0.21374045801526717, 'support': 82.0}, 'accuracy': 0.3418803418803419, 'macro avg': {'precision': 0.4005922502855019, 'recall': 0.34874318093830287, 'f1-score': 0.3072482906340114, 'support': 234.0}, 'weighted avg': {'precision': 0.3987823696412654, 'recall': 0.3418803418803419, 'f1-score': 0.30406966292312804, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window']",1
69,TSLA,22,0.6288776923363669,-1.4215868439649055,54.16666666666666,0.3247863247863248,"{'-1.0': {'precision': 0.5, 'recall': 0.14285714285714285, 'f1-score': 0.2222222222222222, 'support': 77.0}, '0.0': {'precision': 0.30538922155688625, 'recall': 0.68, 'f1-score': 0.4214876033057851, 'support': 75.0}, '1.0': {'precision': 0.3111111111111111, 'recall': 0.17073170731707318, 'f1-score': 0.2204724409448819, 'support': 82.0}, 'accuracy': 0.3247863247863248, 'macro avg': {'precision': 0.37216677755599914, 'recall': 0.3311962833914054, 'f1-score': 0.2880607554909631, 'support': 234.0}, 'weighted avg': {'precision': 0.3714329176405025, 'recall': 0.32478632478632485, 'f1-score': 0.2854761603270312, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']",1
70,TSLA,23,0.6288776923363669,-11.679601036386812,56.25,0.3504273504273504,"{'-1.0': {'precision': 0.5238095238095238, 'recall': 0.14285714285714285, 'f1-score': 0.22448979591836735, 'support': 77.0}, '0.0': {'precision': 0.33766233766233766, 'recall': 0.6933333333333334, 'f1-score': 0.45414847161572053, 'support': 75.0}, '1.0': {'precision': 0.3220338983050847, 'recall': 0.23170731707317074, 'f1-score': 0.2695035460992908, 'support': 82.0}, 'accuracy': 0.3504273504273504, 'macro avg': {'precision': 0.39450191992564876, 'recall': 0.35596593108788227, 'f1-score': 0.3160472712111262, 'support': 234.0}, 'weighted avg': {'precision': 0.39343926632062226, 'recall': 0.3504273504273504, 'f1-score': 0.3138723950300648, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']",1
71,TSLA,24,0.6288776923363669,-31.651514242363245,43.47826086956522,0.3076923076923077,"{'-1.0': {'precision': 0.3793103448275862, 'recall': 0.14285714285714285, 'f1-score': 0.20754716981132076, 'support': 77.0}, '0.0': {'precision': 0.3076923076923077, 'recall': 0.6933333333333334, 'f1-score': 0.4262295081967213, 'support': 75.0}, '1.0': {'precision': 0.25, 'recall': 0.10975609756097561, 'f1-score': 0.15254237288135594, 'support': 82.0}, 'accuracy': 0.3076923076923077, 'macro avg': {'precision': 0.3123342175066313, 'recall': 0.31531552458381723, 'f1-score': 0.262106350296466, 'support': 234.0}, 'weighted avg': {'precision': 0.3110419642249881, 'recall': 0.3076923076923077, 'f1-score': 0.25836247763460246, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']",1
72,TSLA,25,0.6288776923363669,-18.676889845097623,46.66666666666666,0.3333333333333333,"{'-1.0': {'precision': 0.4838709677419355, 'recall': 0.19480519480519481, 'f1-score': 0.2777777777777778, 'support': 77.0}, '0.0': {'precision': 0.31446540880503143, 'recall': 0.6666666666666666, 'f1-score': 0.42735042735042733, 'support': 75.0}, '1.0': {'precision': 0.29545454545454547, 'recall': 0.15853658536585366, 'f1-score': 0.20634920634920634, 'support': 82.0}, 'accuracy': 0.3333333333333333, 'macro avg': {'precision': 0.3645969740005041, 'recall': 0.3400028156125717, 'f1-score': 0.30382580382580376, 'support': 234.0}, 'weighted avg': {'precision': 0.36354804659734663, 'recall': 0.3333333333333333, 'f1-score': 0.3006872045333584, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']",1
73,TSLA,26,0.6288776923363669,8.250699520205089,46.42857142857143,0.3803418803418803,"{'-1.0': {'precision': 0.6363636363636364, 'recall': 0.18181818181818182, 'f1-score': 0.2828282828282828, 'support': 77.0}, '0.0': {'precision': 0.35714285714285715, 'recall': 0.6666666666666666, 'f1-score': 0.46511627906976744, 'support': 75.0}, '1.0': {'precision': 0.3472222222222222, 'recall': 0.3048780487804878, 'f1-score': 0.3246753246753247, 'support': 82.0}, 'accuracy': 0.3803418803418803, 'macro avg': {'precision': 0.4469095719095719, 'recall': 0.3844542990884454, 'f1-score': 0.357539962191125, 'support': 234.0}, 'weighted avg': {'precision': 0.4455467372134039, 'recall': 0.3803418803418803, 'f1-score': 0.3559182706469528, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']",1
74,TSLA,27,0.6288776923363669,31.53610164720696,56.00000000000001,0.3119658119658119,"{'-1.0': {'precision': 0.4642857142857143, 'recall': 0.16883116883116883, 'f1-score': 0.24761904761904763, 'support': 77.0}, '0.0': {'precision': 0.2865853658536585, 'recall': 0.6266666666666667, 'f1-score': 0.39330543933054396, 'support': 75.0}, '1.0': {'precision': 0.30952380952380953, 'recall': 0.15853658536585366, 'f1-score': 0.20967741935483872, 'support': 82.0}, 'accuracy': 0.31196581196581197, 'macro avg': {'precision': 0.35346496322106075, 'recall': 0.3180114736212297, 'f1-score': 0.28353396876814346, 'support': 234.0}, 'weighted avg': {'precision': 0.3530976701708409, 'recall': 0.31196581196581197, 'f1-score': 0.2810176196733087, 'support': 234.0}}","['n_estimators', 'adx_period', 'atr_period', 'cci_period', 'stc_window_slow', 'stc_window_fast', 'stc_cycle', 'stc_smooth1', 'stc_smooth2', 'kst_r1', 'kst_r2', 'kst_r3', 'kst_r4', 'kst_n1', 'kst_n2', 'kst_n3', 'kst_n4', 'kst_signal', 'trix_window', 'mass_window_fast', 'mass_window_slow', 'dpo_window', 'rsi_window', 'awesome_window1', 'awesome_window2']",1
75,VIVA3.SA,3,0.3586849459624334,39.83776655094611,60.41666666666666,0.3855932203389831,"{'-1.0': {'precision': 0.5357142857142857, 'recall': 0.33707865168539325, 'f1-score': 0.41379310344827586, 'support': 89.0}, '0.0': {'precision': 0.33, 'recall': 0.4647887323943662, 'f1-score': 0.38596491228070173, 'support': 71.0}, '1.0': {'precision': 0.35, 'recall': 0.3684210526315789, 'f1-score': 0.358974358974359, 'support': 76.0}, 'accuracy': 0.3855932203389831, 'macro avg': {'precision': 0.40523809523809523, 'recall': 0.39009614557044614, 'f1-score': 0.3862441249011122, 'support': 236.0}, 'weighted avg': {'precision': 0.4140193704600484, 'recall': 0.3855932203389831, 'f1-score': 0.38776756890202396, 'support': 236.0}}",['n_estimators'],1
76,VIVA3.SA,4,0.3586849459624334,31.441721733409413,60.0,0.423728813559322,"{'-1.0': {'precision': 0.576271186440678, 'recall': 0.38202247191011235, 'f1-score': 0.4594594594594595, 'support': 89.0}, '0.0': {'precision': 0.3238095238095238, 'recall': 0.4788732394366197, 'f1-score': 0.38636363636363635, 'support': 71.0}, '1.0': {'precision': 0.4444444444444444, 'recall': 0.42105263157894735, 'f1-score': 0.43243243243243246, 'support': 76.0}, 'accuracy': 0.423728813559322, 'macro avg': {'precision': 0.4481750515648821, 'recall': 0.42731611430855976, 'f1-score': 0.4260851760851761, 'support': 236.0}, 'weighted avg': {'precision': 0.45786605746387415, 'recall': 0.423728813559322, 'f1-score': 0.4287651480448091, 'support': 236.0}}","['n_estimators', 'atr_period']",1
77,VIVA3.SA,5,0.3586849459624334,10.664515834887624,50.0,0.3559322033898305,"{'-1.0': {'precision': 0.5, 'recall': 0.29213483146067415, 'f1-score': 0.36879432624113473, 'support': 89.0}, '0.0': {'precision': 0.26666666666666666, 'recall': 0.3380281690140845, 'f1-score': 0.2981366459627329, 'support': 71.0}, '1.0': {'precision': 0.3617021276595745, 'recall': 0.4473684210526316, 'f1-score': 0.4, 'support': 76.0}, 'accuracy': 0.3559322033898305, 'macro avg': {'precision': 0.37612293144208037, 'recall': 0.35917714050913013, 'f1-score': 0.3556436574012893, 'support': 236.0}, 'weighted avg': {'precision': 0.3852656569299195, 'recall': 0.3559322033898305, 'f1-score': 0.3575864275373518, 'support': 236.0}}","['n_estimators', 'atr_period', 'mass_window_fast', 'mass_window_slow']",1
78,VIVA3.SA,6,0.3586849459624334,40.17031455535886,56.75675675675676,0.3898305084745763,"{'-1.0': {'precision': 0.46938775510204084, 'recall': 0.25842696629213485, 'f1-score': 0.3333333333333333, 'support': 89.0}, '0.0': {'precision': 0.2815533980582524, 'recall': 0.4084507042253521, 'f1-score': 0.3333333333333333, 'support': 71.0}, '1.0': {'precision': 0.47619047619047616, 'recall': 0.5263157894736842, 'f1-score': 0.5, 'support': 76.0}, 'accuracy': 0.3898305084745763, 'macro avg': {'precision': 0.4090438764502564, 'recall': 0.39773115333039044, 'f1-score': 0.38888888888888884, 'support': 236.0}, 'weighted avg': {'precision': 0.41506897312158364, 'recall': 0.3898305084745763, 'f1-score': 0.3870056497175141, 'support': 236.0}}","['n_estimators', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow']",1
79,VIVA3.SA,7,0.3586849459624334,-15.550092607407242,42.22222222222222,0.3389830508474576,"{'-1.0': {'precision': 0.5, 'recall': 0.21348314606741572, 'f1-score': 0.2992125984251969, 'support': 89.0}, '0.0': {'precision': 0.2833333333333333, 'recall': 0.4788732394366197, 'f1-score': 0.35602094240837695, 'support': 71.0}, '1.0': {'precision': 0.34615384615384615, 'recall': 0.35526315789473684, 'f1-score': 0.35064935064935066, 'support': 76.0}, 'accuracy': 0.3389830508474576, 'macro avg': {'precision': 0.3764957264957265, 'recall': 0.34920651446625744, 'f1-score': 0.33529429716097486, 'support': 236.0}, 'weighted avg': {'precision': 0.38527270751847026, 'recall': 0.3389830508474576, 'f1-score': 0.33286762211944043, 'support': 236.0}}","['n_estimators', 'atr_period', 'cci_period', 'mass_window_fast', 'mass_window_slow', 'dpo_window']",1
